timestamp,value,type
243,0,Gradual
244,1,Gradual
245,0,Gradual
246,0,Gradual
247,1,Gradual
248,0,Gradual
249,0,Gradual
250,0,Gradual
251,0,Gradual
252,0,Gradual
253,0,Gradual
254,0,Gradual
255,0,Gradual
256,0,Gradual
257,0,Gradual
258,0,Gradual
259,0,Gradual
260,0,Gradual
261,0,Gradual
262,0,Gradual
263,1,Gradual
264,0,Gradual
265,0,Gradual
266,0,Gradual
267,0,Gradual
268,1,Gradual
269,0,Gradual
270,0,Gradual
271,0,Gradual
272,0,Gradual
273,1,Gradual
274,0,Gradual
275,0,Gradual
276,0,Gradual
277,0,Gradual
278,1,Gradual
279,0,Gradual
280,0,Gradual
281,0,Gradual
282,0,Gradual
283,1,Gradual
284,0,Gradual
285,0,Gradual
286,0,Gradual
287,0,Gradual
288,0,Gradual
289,0,Gradual
290,0,Gradual
291,0,Gradual
292,0,Gradual
293,0,Gradual
294,0,Gradual
295,0,Gradual
296,1,Gradual
297,1,Gradual
298,0,Gradual
299,0,Gradual
300,1,Gradual
301,0,Gradual
302,0,Gradual
303,0,Gradual
304,0,Gradual
305,1,Gradual
306,0,Gradual
307,0,Gradual
308,1,Gradual
309,0,Gradual
310,1,Gradual
311,1,Gradual
312,0,Gradual
313,0,Gradual
314,0,Gradual
315,0,Gradual
316,0,Gradual
317,0,Gradual
318,0,Gradual
319,0,Gradual
320,0,Gradual
321,0,Gradual
322,0,Gradual
323,0,Gradual
324,0,Gradual
325,0,Gradual
326,0,Gradual
327,0,Gradual
328,0,Gradual
329,1,Gradual
330,0,Gradual
331,0,Gradual
332,0,Gradual
333,0,Gradual
334,0,Gradual
335,0,Gradual
336,0,Gradual
337,0,Gradual
338,0,Gradual
339,1,Gradual
340,0,Gradual
341,1,Gradual
342,0,Gradual
343,0,Gradual
344,0,Gradual
345,0,Gradual
346,0,Gradual
347,1,Gradual
348,0,Gradual
349,0,Gradual
350,0,Gradual
351,1,Gradual
352,0,Gradual
353,0,Gradual
354,0,Gradual
355,0,Gradual
356,0,Gradual
357,0,Gradual
358,0,Gradual
359,0,Gradual
360,0,Gradual
361,0,Gradual
362,1,Gradual
363,0,Gradual
364,0,Gradual
365,0,Gradual
366,0,Gradual
367,1,Gradual
368,0,Gradual
369,1,Gradual
370,0,Gradual
371,0,Gradual
372,0,Gradual
373,0,Gradual
374,1,Gradual
375,1,Gradual
376,1,Gradual
377,0,Gradual
378,0,Gradual
379,0,Gradual
380,1,Gradual
381,0,Gradual
382,0,Gradual
383,0,Gradual
384,0,Gradual
385,0,Gradual
386,1,Gradual
387,0,Gradual
388,0,Gradual
389,0,Gradual
390,0,Gradual
391,1,Gradual
392,0,Gradual
393,0,Gradual
394,1,Gradual
395,0,Gradual
396,1,Gradual
397,0,Gradual
398,0,Gradual
399,1,Gradual
400,0,Gradual
401,0,Gradual
402,0,Gradual
403,0,Gradual
404,0,Gradual
405,0,Gradual
406,0,Gradual
407,1,Gradual
408,0,Gradual
409,0,Gradual
410,0,Gradual
411,1,Gradual
412,0,Gradual
413,0,Gradual
414,0,Gradual
415,0,Gradual
416,0,Gradual
417,0,Gradual
418,0,Gradual
419,1,Gradual
420,0,Gradual
421,0,Gradual
422,1,Gradual
423,0,Gradual
424,1,Gradual
425,0,Gradual
426,0,Gradual
427,0,Gradual
428,0,Gradual
429,0,Gradual
430,0,Gradual
431,0,Gradual
432,0,Gradual
433,0,Gradual
434,0,Gradual
435,0,Gradual
436,0,Gradual
437,0,Gradual
438,0,Gradual
439,0,Gradual
440,1,Gradual
441,0,Gradual
442,1,Gradual
443,0,Gradual
444,0,Gradual
445,0,Gradual
446,1,Gradual
447,0,Gradual
448,0,Gradual
449,0,Gradual
450,0,Gradual
451,0,Gradual
452,0,Gradual
453,1,Gradual
454,0,Gradual
455,0,Gradual
456,0,Gradual
457,0,Gradual
458,0,Gradual
459,1,Gradual
460,0,Gradual
461,1,Gradual
462,0,Gradual
463,0,Gradual
464,1,Gradual
465,0,Gradual
466,0,Gradual
467,0,Gradual
468,0,Gradual
469,0,Gradual
470,0,Gradual
471,0,Gradual
472,1,Gradual
473,0,Gradual
474,0,Gradual
475,0,Gradual
476,0,Gradual
477,0,Gradual
478,1,Gradual
479,0,Gradual
480,1,Gradual
481,0,Gradual
482,1,Gradual
483,1,Gradual
484,0,Gradual
485,0,Gradual
486,0,Gradual
487,0,Gradual
488,0,Gradual
489,1,Gradual
490,0,Gradual
491,0,Gradual
492,0,Gradual
493,0,Gradual
494,0,Gradual
495,0,Gradual
496,0,Gradual
497,0,Gradual
498,1,Gradual
499,0,Gradual
500,1,Gradual
501,0,Gradual
502,0,Gradual
503,0,Gradual
504,0,Gradual
505,0,Gradual
506,0,Gradual
507,0,Gradual
508,0,Gradual
509,0,Gradual
510,0,Gradual
511,0,Gradual
512,0,Gradual
513,0,Gradual
514,0,Gradual
515,1,Gradual
516,1,Gradual
517,0,Gradual
518,0,Gradual
519,0,Gradual
520,1,Gradual
521,0,Gradual
522,1,Gradual
523,1,Gradual
524,1,Gradual
525,0,Gradual
526,0,Gradual
527,0,Gradual
528,0,Gradual
529,0,Gradual
530,0,Gradual
531,0,Gradual
532,0,Gradual
533,0,Gradual
534,0,Gradual
535,0,Gradual
536,0,Gradual
537,1,Gradual
538,0,Gradual
539,0,Gradual
540,0,Gradual
541,0,Gradual
542,0,Gradual
543,1,Gradual
544,1,Gradual
545,0,Gradual
546,0,Gradual
547,0,Gradual
548,0,Gradual
549,1,Gradual
550,0,Gradual
551,0,Gradual
552,0,Gradual
553,0,Gradual
554,1,Gradual
555,0,Gradual
556,1,Gradual
557,0,Gradual
558,0,Gradual
559,0,Gradual
560,0,Gradual
561,0,Gradual
562,0,Gradual
563,1,Gradual
564,0,Gradual
565,0,Gradual
566,1,Gradual
567,0,Gradual
568,0,Gradual
569,0,Gradual
570,1,Gradual
571,0,Gradual
572,1,Gradual
573,0,Gradual
574,0,Gradual
575,1,Gradual
576,1,Gradual
577,0,Gradual
578,0,Gradual
579,0,Gradual
580,0,Gradual
581,0,Gradual
582,0,Gradual
583,0,Gradual
584,0,Gradual
585,1,Gradual
586,0,Gradual
587,0,Gradual
588,1,Gradual
589,0,Gradual
590,0,Gradual
591,0,Gradual
592,0,Gradual
593,1,Gradual
594,0,Gradual
595,0,Gradual
596,1,Gradual
597,0,Gradual
598,0,Gradual
599,1,Gradual
600,0,Gradual
601,0,Gradual
602,0,Gradual
603,0,Gradual
604,0,Gradual
605,0,Gradual
606,0,Gradual
607,0,Gradual
608,0,Gradual
609,0,Gradual
610,1,Gradual
611,0,Gradual
612,0,Gradual
613,0,Gradual
614,0,Gradual
615,0,Gradual
616,0,Gradual
617,0,Gradual
618,0,Gradual
619,0,Gradual
620,0,Gradual
621,0,Gradual
622,0,Gradual
623,0,Gradual
624,0,Gradual
625,0,Gradual
626,0,Gradual
627,0,Gradual
628,0,Gradual
629,1,Gradual
630,1,Gradual
631,1,Gradual
632,0,Gradual
633,0,Gradual
634,0,Gradual
635,0,Gradual
636,1,Gradual
637,0,Gradual
638,1,Gradual
639,0,Gradual
640,0,Gradual
641,0,Gradual
642,1,Gradual
643,1,Gradual
644,0,Gradual
645,0,Gradual
646,0,Gradual
647,0,Gradual
648,0,Gradual
649,0,Gradual
650,0,Gradual
651,0,Gradual
652,0,Gradual
653,0,Gradual
654,0,Gradual
655,0,Gradual
656,0,Gradual
657,1,Gradual
658,0,Gradual
659,0,Gradual
660,1,Gradual
661,1,Gradual
662,0,Gradual
663,1,Gradual
664,0,Gradual
665,0,Gradual
666,0,Gradual
667,1,Gradual
668,0,Gradual
669,0,Gradual
670,0,Gradual
671,0,Gradual
672,0,Gradual
673,1,Gradual
674,0,Gradual
675,0,Gradual
676,0,Gradual
677,0,Gradual
678,0,Gradual
679,0,Gradual
680,0,Gradual
681,0,Gradual
682,1,Gradual
683,0,Gradual
684,1,Gradual
685,0,Gradual
686,0,Gradual
687,1,Gradual
688,1,Gradual
689,0,Gradual
690,0,Gradual
691,0,Gradual
692,0,Gradual
693,0,Gradual
694,1,Gradual
695,0,Gradual
696,0,Gradual
697,0,Gradual
698,0,Gradual
699,1,Gradual
700,0,Gradual
701,0,Gradual
702,0,Gradual
703,0,Gradual
704,0,Gradual
705,0,Gradual
706,0,Gradual
707,0,Gradual
708,0,Gradual
709,0,Gradual
710,0,Gradual
711,0,Gradual
712,0,Gradual
713,0,Gradual
714,0,Gradual
715,0,Gradual
716,0,Gradual
717,1,Gradual
718,0,Gradual
719,1,Gradual
720,0,Gradual
721,0,Gradual
722,1,Gradual
723,0,Gradual
724,0,Gradual
725,1,Gradual
726,0,Gradual
727,0,Gradual
728,1,Gradual
729,0,Gradual
730,0,Gradual
731,0,Gradual
732,1,Gradual
733,1,Gradual
734,1,Gradual
735,0,Gradual
736,0,Gradual
737,0,Gradual
738,0,Gradual
739,0,Gradual
740,0,Gradual
741,0,Gradual
742,0,Gradual
743,0,Gradual
744,0,Gradual
745,0,Gradual
746,0,Gradual
747,0,Gradual
748,1,Gradual
749,0,Gradual
750,0,Gradual
751,0,Gradual
752,0,Gradual
753,0,Gradual
754,0,Gradual
755,0,Gradual
756,0,Gradual
757,0,Gradual
758,0,Gradual
759,0,Gradual
760,0,Gradual
761,0,Gradual
762,0,Gradual
763,1,Gradual
764,0,Gradual
765,0,Gradual
766,0,Gradual
767,0,Gradual
768,0,Gradual
769,0,Gradual
770,1,Gradual
771,0,Gradual
772,0,Gradual
773,0,Gradual
774,1,Gradual
775,0,Gradual
776,0,Gradual
777,1,Gradual
778,0,Gradual
779,0,Gradual
780,0,Gradual
781,0,Gradual
782,1,Gradual
783,0,Gradual
784,1,Gradual
785,1,Gradual
786,0,Gradual
787,0,Gradual
788,0,Gradual
789,1,Gradual
790,0,Gradual
791,0,Gradual
792,0,Gradual
793,0,Gradual
794,0,Gradual
795,0,Gradual
796,1,Gradual
797,1,Gradual
798,0,Gradual
799,1,Gradual
800,0,Gradual
801,0,Gradual
802,0,Gradual
803,0,Gradual
804,0,Gradual
805,0,Gradual
806,0,Gradual
807,0,Gradual
808,0,Gradual
809,0,Gradual
810,0,Gradual
811,1,Gradual
812,1,Gradual
813,1,Gradual
814,1,Gradual
815,1,Gradual
816,0,Gradual
817,0,Gradual
818,0,Gradual
819,0,Gradual
820,0,Gradual
821,0,Gradual
822,0,Gradual
823,0,Gradual
824,0,Gradual
825,0,Gradual
826,1,Gradual
827,1,Gradual
828,0,Gradual
829,0,Gradual
830,1,Gradual
831,0,Gradual
832,0,Gradual
833,0,Gradual
834,0,Gradual
835,0,Gradual
836,1,Gradual
837,0,Gradual
838,0,Gradual
839,0,Gradual
840,0,Gradual
841,1,Gradual
842,1,Gradual
843,0,Gradual
844,0,Gradual
845,0,Gradual
846,0,Gradual
847,0,Gradual
848,0,Gradual
849,0,Gradual
850,0,Gradual
851,1,Gradual
852,0,Gradual
853,0,Gradual
854,0,Gradual
855,0,Gradual
856,0,Gradual
857,0,Gradual
858,1,Gradual
859,0,Gradual
860,1,Gradual
861,0,Gradual
862,0,Gradual
863,0,Gradual
864,0,Gradual
865,0,Gradual
866,0,Gradual
867,0,Gradual
868,0,Gradual
869,0,Gradual
870,0,Gradual
871,0,Gradual
872,0,Gradual
873,0,Gradual
874,0,Gradual
875,0,Gradual
876,0,Gradual
877,0,Gradual
878,0,Gradual
879,0,Gradual
880,0,Gradual
881,1,Gradual
882,0,Gradual
883,0,Gradual
884,0,Gradual
885,0,Gradual
886,0,Gradual
887,0,Gradual
888,1,Gradual
889,0,Gradual
890,0,Gradual
891,0,Gradual
892,0,Gradual
893,0,Gradual
894,0,Gradual
895,1,Gradual
896,0,Gradual
897,1,Gradual
898,0,Gradual
899,0,Gradual
900,0,Gradual
901,0,Gradual
902,0,Gradual
903,0,Gradual
904,0,Gradual
905,0,Gradual
906,0,Gradual
907,0,Gradual
908,1,Gradual
909,0,Gradual
910,0,Gradual
911,0,Gradual
912,0,Gradual
913,0,Gradual
914,0,Gradual
915,0,Gradual
916,1,Gradual
917,1,Gradual
918,0,Gradual
919,0,Gradual
920,0,Gradual
921,0,Gradual
922,0,Gradual
923,1,Gradual
924,0,Gradual
925,0,Gradual
926,0,Gradual
927,1,Gradual
928,1,Gradual
929,1,Gradual
930,1,Gradual
931,0,Gradual
932,0,Gradual
933,1,Gradual
934,0,Gradual
935,1,Gradual
936,0,Gradual
937,0,Gradual
938,0,Gradual
939,0,Gradual
940,0,Gradual
941,0,Gradual
942,0,Gradual
943,0,Gradual
944,0,Gradual
945,0,Gradual
946,0,Gradual
947,1,Gradual
948,0,Gradual
949,0,Gradual
950,0,Gradual
951,0,Gradual
952,1,Gradual
953,0,Gradual
954,0,Gradual
955,0,Gradual
956,0,Gradual
957,1,Gradual
958,0,Gradual
959,0,Gradual
960,0,Gradual
961,0,Gradual
962,0,Gradual
963,0,Gradual
964,0,Gradual
965,0,Gradual
966,0,Gradual
967,0,Gradual
968,0,Gradual
969,1,Gradual
970,0,Gradual
971,0,Gradual
972,0,Gradual
973,0,Gradual
974,0,Gradual
975,0,Gradual
976,1,Gradual
977,1,Gradual
978,0,Gradual
979,0,Gradual
980,0,Gradual
981,0,Gradual
982,0,Gradual
983,1,Gradual
984,0,Gradual
985,0,Gradual
986,0,Gradual
987,0,Gradual
988,1,Gradual
989,0,Gradual
990,0,Gradual
991,0,Gradual
992,0,Gradual
993,0,Gradual
994,0,Gradual
995,0,Gradual
996,0,Gradual
997,1,Gradual
998,0,Gradual
999,0,Gradual
1000,0,Gradual
1001,0,Gradual
1002,0,Gradual
1003,1,Gradual
1004,0,Gradual
1005,0,Gradual
1006,0,Gradual
1007,0,Gradual
1008,0,Gradual
1009,0,Gradual
1010,0,Gradual
1011,0,Gradual
1012,0,Gradual
1013,0,Gradual
1014,0,Gradual
1015,0,Gradual
1016,0,Gradual
1017,0,Gradual
1018,0,Gradual
1019,0,Gradual
1020,0,Gradual
1021,0,Gradual
1022,1,Gradual
1023,0,Gradual
1024,0,Gradual
1025,0,Gradual
1026,0,Gradual
1027,0,Gradual
1028,0,Gradual
1029,0,Gradual
1030,0,Gradual
1031,0,Gradual
1032,0,Gradual
1033,0,Gradual
1034,1,Gradual
1035,0,Gradual
1036,0,Gradual
1037,0,Gradual
1038,0,Gradual
1039,0,Gradual
1040,0,Gradual
1041,0,Gradual
1042,0,Gradual
1043,0,Gradual
1044,0,Gradual
1045,0,Gradual
1046,0,Gradual
1047,0,Gradual
1048,0,Gradual
1049,0,Gradual
1050,0,Gradual
1051,0,Gradual
1052,1,Gradual
1053,1,Gradual
1054,0,Gradual
1055,0,Gradual
1056,1,Gradual
1057,1,Gradual
1058,0,Gradual
1059,0,Gradual
1060,0,Gradual
1061,0,Gradual
1062,0,Gradual
1063,0,Gradual
1064,0,Gradual
1065,0,Gradual
1066,0,Gradual
1067,0,Gradual
1068,1,Gradual
1069,0,Gradual
1070,1,Gradual
1071,0,Gradual
1072,0,Gradual
1073,1,Gradual
1074,0,Gradual
1075,0,Gradual
1076,0,Gradual
1077,0,Gradual
1078,0,Gradual
1079,1,Gradual
1080,1,Gradual
1081,1,Gradual
1082,0,Gradual
1083,0,Gradual
1084,0,Gradual
1085,0,Gradual
1086,0,Gradual
1087,0,Gradual
1088,0,Gradual
1089,0,Gradual
1090,0,Gradual
1091,1,Gradual
1092,0,Gradual
1093,0,Gradual
1094,0,Gradual
1095,0,Gradual
1096,0,Gradual
1097,0,Gradual
1098,0,Gradual
1099,0,Gradual
1100,0,Gradual
1101,0,Gradual
1102,0,Gradual
1103,0,Gradual
1104,0,Gradual
1105,0,Gradual
1106,0,Gradual
1107,0,Gradual
1108,0,Gradual
1109,0,Gradual
1110,0,Gradual
1111,0,Gradual
1112,1,Gradual
1113,0,Gradual
1114,0,Gradual
1115,0,Gradual
1116,0,Gradual
1117,0,Gradual
1118,0,Gradual
1119,1,Gradual
1120,0,Gradual
1121,0,Gradual
1122,0,Gradual
1123,0,Gradual
1124,1,Gradual
1125,0,Gradual
1126,0,Gradual
1127,1,Gradual
1128,0,Gradual
1129,0,Gradual
1130,0,Gradual
1131,0,Gradual
1132,0,Gradual
1133,0,Gradual
1134,0,Gradual
1135,1,Gradual
1136,0,Gradual
1137,0,Gradual
1138,0,Gradual
1139,0,Gradual
1140,0,Gradual
1141,1,Gradual
1142,1,Gradual
1143,0,Gradual
1144,1,Gradual
1145,1,Gradual
1146,0,Gradual
1147,0,Gradual
1148,1,Gradual
1149,0,Gradual
1150,0,Gradual
1151,0,Gradual
1152,1,Gradual
1153,1,Gradual
1154,0,Gradual
1155,0,Gradual
1156,0,Gradual
1157,1,Gradual
1158,0,Gradual
1159,1,Gradual
1160,0,Gradual
1161,0,Gradual
1162,0,Gradual
1163,0,Gradual
1164,0,Gradual
1165,0,Gradual
1166,0,Gradual
1167,0,Gradual
1168,0,Gradual
1169,0,Gradual
1170,0,Gradual
1171,0,Gradual
1172,0,Gradual
1173,0,Gradual
1174,0,Gradual
1175,0,Gradual
1176,0,Gradual
1177,0,Gradual
1178,0,Gradual
1179,0,Gradual
1180,0,Gradual
1181,0,Gradual
1182,0,Gradual
1183,1,Gradual
1184,0,Gradual
1185,0,Gradual
1186,0,Gradual
1187,0,Gradual
1188,0,Gradual
1189,0,Gradual
1190,0,Gradual
1191,0,Gradual
1192,0,Gradual
1193,1,Gradual
1194,0,Gradual
1195,1,Gradual
1196,0,Gradual
1197,1,Gradual
1198,0,Gradual
1199,1,Gradual
1200,1,Gradual
1201,0,Gradual
1202,0,Gradual
1203,1,Gradual
1204,0,Gradual
1205,0,Gradual
1206,0,Gradual
1207,0,Gradual
1208,1,Gradual
1209,1,Gradual
1210,0,Gradual
1211,0,Gradual
1212,0,Gradual
1213,0,Gradual
1214,0,Gradual
1215,0,Gradual
1216,0,Gradual
1217,0,Gradual
1218,1,Gradual
1219,0,Gradual
1220,0,Gradual
1221,0,Gradual
1222,0,Gradual
1223,0,Gradual
1224,1,Gradual
1225,1,Gradual
1226,0,Gradual
1227,0,Gradual
1228,0,Gradual
1229,0,Gradual
1230,0,Gradual
1231,0,Gradual
1232,0,Gradual
1233,0,Gradual
1234,0,Gradual
1235,0,Gradual
1236,0,Gradual
1237,0,Gradual
1238,0,Gradual
1239,0,Gradual
1240,0,Gradual
1241,0,Gradual
1242,0,Gradual
1243,0,Gradual
1244,0,Gradual
1245,0,Gradual
1246,0,Gradual
1247,0,Gradual
1248,0,Gradual
1249,1,Gradual
1250,0,Gradual
1251,0,Gradual
1252,0,Gradual
1253,0,Gradual
1254,0,Gradual
1255,0,Gradual
1256,0,Gradual
1257,0,Gradual
1258,0,Gradual
1259,0,Gradual
1260,0,Gradual
1261,1,Gradual
1262,0,Gradual
1263,1,Gradual
1264,1,Gradual
1265,0,Gradual
1266,0,Gradual
1267,1,Gradual
1268,0,Gradual
1269,0,Gradual
1270,0,Gradual
1271,1,Gradual
1272,1,Gradual
1273,0,Gradual
1274,0,Gradual
1275,0,Gradual
1276,0,Gradual
1277,0,Gradual
1278,1,Gradual
1279,0,Gradual
1280,0,Gradual
1281,0,Gradual
1282,0,Gradual
1283,0,Gradual
1284,0,Gradual
1285,0,Gradual
1286,1,Gradual
1287,1,Gradual
1288,0,Gradual
1289,0,Gradual
1290,0,Gradual
1291,0,Gradual
1292,1,Gradual
1293,1,Gradual
1294,1,Gradual
1295,0,Gradual
1296,1,Gradual
1297,0,Gradual
1298,1,Gradual
1299,0,Gradual
1300,0,Gradual
1301,0,Gradual
1302,0,Gradual
1303,0,Gradual
1304,1,Gradual
1305,1,Gradual
1306,0,Gradual
1307,0,Gradual
1308,1,Gradual
1309,0,Gradual
1310,0,Gradual
1311,0,Gradual
1312,0,Gradual
1313,0,Gradual
1314,0,Gradual
1315,1,Gradual
1316,0,Gradual
1317,0,Gradual
1318,0,Gradual
1319,0,Gradual
1320,1,Gradual
1321,0,Gradual
1322,0,Gradual
1323,0,Gradual
1324,0,Gradual
1325,1,Gradual
1326,0,Gradual
1327,0,Gradual
1328,0,Gradual
1329,0,Gradual
1330,0,Gradual
1331,0,Gradual
1332,0,Gradual
1333,1,Gradual
1334,0,Gradual
1335,0,Gradual
1336,0,Gradual
1337,1,Gradual
1338,0,Gradual
1339,1,Gradual
1340,0,Gradual
1341,0,Gradual
1342,0,Gradual
1343,1,Gradual
1344,0,Gradual
1345,0,Gradual
1346,1,Gradual
1347,0,Gradual
1348,0,Gradual
1349,0,Gradual
1350,0,Gradual
1351,1,Gradual
1352,0,Gradual
1353,1,Gradual
1354,1,Gradual
1355,0,Gradual
1356,0,Gradual
1357,0,Gradual
1358,0,Gradual
1359,0,Gradual
1360,0,Gradual
1361,0,Gradual
1362,0,Gradual
1363,0,Gradual
1364,1,Gradual
1365,0,Gradual
1366,1,Gradual
1367,0,Gradual
1368,0,Gradual
1369,0,Gradual
1370,0,Gradual
1371,0,Gradual
1372,0,Gradual
1373,0,Gradual
1374,0,Gradual
1375,1,Gradual
1376,0,Gradual
1377,0,Gradual
1378,0,Gradual
1379,0,Gradual
1380,0,Gradual
1381,0,Gradual
1382,0,Gradual
1383,0,Gradual
1384,1,Gradual
1385,0,Gradual
1386,1,Gradual
1387,0,Gradual
1388,0,Gradual
1389,0,Gradual
1390,0,Gradual
1391,0,Gradual
1392,0,Gradual
1393,0,Gradual
1394,0,Gradual
1395,0,Gradual
1396,0,Gradual
1397,0,Gradual
1398,0,Gradual
1399,0,Gradual
1400,0,Gradual
1401,0,Gradual
1402,0,Gradual
1403,0,Gradual
1404,1,Gradual
1405,0,Gradual
1406,0,Gradual
1407,0,Gradual
1408,0,Gradual
1409,0,Gradual
1410,0,Gradual
1411,0,Gradual
1412,1,Gradual
1413,1,Gradual
1414,1,Gradual
1415,0,Gradual
1416,0,Gradual
1417,1,Gradual
1418,0,Gradual
1419,1,Gradual
1420,0,Gradual
1421,0,Gradual
1422,0,Gradual
1423,0,Gradual
1424,0,Gradual
1425,0,Gradual
1426,0,Gradual
1427,0,Gradual
1428,0,Gradual
1429,0,Gradual
1430,0,Gradual
1431,0,Gradual
1432,0,Gradual
1433,1,Gradual
1434,0,Gradual
1435,0,Gradual
1436,0,Gradual
1437,0,Gradual
1438,0,Gradual
1439,0,Gradual
1440,0,Gradual
1441,0,Gradual
1442,0,Gradual
1443,0,Gradual
1444,0,Gradual
1445,0,Gradual
1446,0,Gradual
1447,0,Gradual
1448,0,Gradual
1449,0,Gradual
1450,0,Gradual
1451,0,Gradual
1452,0,Gradual
1453,0,Gradual
1454,0,Gradual
1455,0,Gradual
1456,0,Gradual
1457,0,Gradual
1458,0,Gradual
1459,0,Gradual
1460,0,Gradual
1461,1,Gradual
1462,0,Gradual
1463,0,Gradual
1464,0,Gradual
1465,0,Gradual
1466,0,Gradual
1467,0,Gradual
1468,0,Gradual
1469,0,Gradual
1470,1,Gradual
1471,0,Gradual
1472,0,Gradual
1473,0,Gradual
1474,0,Gradual
1475,0,Gradual
1476,0,Gradual
1477,0,Gradual
1478,0,Gradual
1479,1,Gradual
1480,1,Gradual
1481,1,Gradual
1482,0,Gradual
1483,0,Gradual
1484,0,Gradual
1485,1,Gradual
1486,0,Gradual
1487,0,Gradual
1488,1,Gradual
1489,0,Gradual
1490,0,Gradual
1491,0,Gradual
1492,1,Gradual
1493,1,Gradual
1494,0,Gradual
1495,0,Gradual
1496,0,Gradual
1497,0,Gradual
