timestamp,value,type
156,1,Abrupt
157,0,Abrupt
158,1,Abrupt
159,0,Abrupt
160,0,Abrupt
161,0,Abrupt
162,0,Abrupt
163,0,Abrupt
164,0,Abrupt
165,0,Abrupt
166,1,Abrupt
167,1,Abrupt
168,0,Abrupt
169,0,Abrupt
170,0,Abrupt
171,0,Abrupt
172,0,Abrupt
173,0,Abrupt
174,1,Abrupt
175,0,Abrupt
176,0,Abrupt
177,0,Abrupt
178,0,Abrupt
179,0,Abrupt
180,0,Abrupt
181,0,Abrupt
182,0,Abrupt
183,0,Abrupt
184,0,Abrupt
185,0,Abrupt
186,0,Abrupt
187,0,Abrupt
188,0,Abrupt
189,0,Abrupt
190,0,Abrupt
191,0,Abrupt
192,0,Abrupt
193,0,Abrupt
194,0,Abrupt
195,0,Abrupt
196,1,Abrupt
197,0,Abrupt
198,0,Abrupt
199,0,Abrupt
200,0,Abrupt
201,0,Abrupt
202,1,Abrupt
203,1,Abrupt
204,0,Abrupt
205,0,Abrupt
206,1,Abrupt
207,0,Abrupt
208,0,Abrupt
209,0,Abrupt
210,1,Abrupt
211,0,Abrupt
212,0,Abrupt
213,0,Abrupt
214,1,Abrupt
215,0,Abrupt
216,0,Abrupt
217,1,Abrupt
218,0,Abrupt
219,0,Abrupt
220,0,Abrupt
221,1,Abrupt
222,1,Abrupt
223,0,Abrupt
224,1,Abrupt
225,0,Abrupt
226,1,Abrupt
227,0,Abrupt
228,0,Abrupt
229,1,Abrupt
230,0,Abrupt
231,0,Abrupt
232,0,Abrupt
233,1,Abrupt
234,0,Abrupt
235,0,Abrupt
236,0,Abrupt
237,0,Abrupt
238,0,Abrupt
239,0,Abrupt
240,0,Abrupt
241,1,Abrupt
242,0,Abrupt
243,0,Abrupt
244,0,Abrupt
245,1,Abrupt
246,0,Abrupt
247,0,Abrupt
248,0,Abrupt
249,0,Abrupt
250,0,Abrupt
251,0,Abrupt
252,0,Abrupt
253,0,Abrupt
254,0,Abrupt
255,1,Abrupt
256,0,Abrupt
257,1,Abrupt
258,0,Abrupt
259,0,Abrupt
260,0,Abrupt
261,0,Abrupt
262,0,Abrupt
263,0,Abrupt
264,0,Abrupt
265,0,Abrupt
266,0,Abrupt
267,0,Abrupt
268,0,Abrupt
269,0,Abrupt
270,0,Abrupt
271,0,Abrupt
272,0,Abrupt
273,0,Abrupt
274,0,Abrupt
275,0,Abrupt
276,0,Abrupt
277,0,Abrupt
278,1,Abrupt
279,1,Abrupt
280,0,Abrupt
281,0,Abrupt
282,0,Abrupt
283,0,Abrupt
284,1,Abrupt
285,0,Abrupt
286,1,Abrupt
287,0,Abrupt
288,0,Abrupt
289,0,Abrupt
290,0,Abrupt
291,0,Abrupt
292,0,Abrupt
293,0,Abrupt
294,0,Abrupt
295,0,Abrupt
296,0,Abrupt
297,1,Abrupt
298,0,Abrupt
299,0,Abrupt
300,0,Abrupt
301,0,Abrupt
302,1,Abrupt
303,0,Abrupt
304,0,Abrupt
305,1,Abrupt
306,0,Abrupt
307,0,Abrupt
308,1,Abrupt
309,0,Abrupt
310,0,Abrupt
311,0,Abrupt
312,0,Abrupt
313,0,Abrupt
314,0,Abrupt
315,0,Abrupt
316,0,Abrupt
317,0,Abrupt
318,0,Abrupt
319,0,Abrupt
320,0,Abrupt
321,1,Abrupt
322,0,Abrupt
323,0,Abrupt
324,0,Abrupt
325,0,Abrupt
326,0,Abrupt
327,1,Abrupt
328,0,Abrupt
329,0,Abrupt
330,0,Abrupt
331,0,Abrupt
332,0,Abrupt
333,0,Abrupt
334,0,Abrupt
335,0,Abrupt
336,1,Abrupt
337,0,Abrupt
338,0,Abrupt
339,0,Abrupt
340,0,Abrupt
341,0,Abrupt
342,0,Abrupt
343,0,Abrupt
344,0,Abrupt
345,0,Abrupt
346,0,Abrupt
347,0,Abrupt
348,0,Abrupt
349,1,Abrupt
350,1,Abrupt
351,0,Abrupt
352,0,Abrupt
353,0,Abrupt
354,1,Abrupt
355,0,Abrupt
356,1,Abrupt
357,0,Abrupt
358,0,Abrupt
359,0,Abrupt
360,0,Abrupt
361,0,Abrupt
362,0,Abrupt
363,0,Abrupt
364,0,Abrupt
365,0,Abrupt
366,0,Abrupt
367,0,Abrupt
368,1,Abrupt
369,0,Abrupt
370,1,Abrupt
371,0,Abrupt
372,0,Abrupt
373,1,Abrupt
374,0,Abrupt
375,1,Abrupt
376,0,Abrupt
377,0,Abrupt
378,0,Abrupt
379,0,Abrupt
380,1,Abrupt
381,0,Abrupt
382,0,Abrupt
383,0,Abrupt
384,1,Abrupt
385,1,Abrupt
386,0,Abrupt
387,0,Abrupt
388,0,Abrupt
389,0,Abrupt
390,0,Abrupt
391,0,Abrupt
392,0,Abrupt
393,0,Abrupt
394,0,Abrupt
395,0,Abrupt
396,0,Abrupt
397,0,Abrupt
398,0,Abrupt
399,0,Abrupt
400,0,Abrupt
401,1,Abrupt
402,0,Abrupt
403,0,Abrupt
404,0,Abrupt
405,0,Abrupt
406,0,Abrupt
407,0,Abrupt
408,0,Abrupt
409,0,Abrupt
410,0,Abrupt
411,0,Abrupt
412,0,Abrupt
413,1,Abrupt
414,1,Abrupt
415,0,Abrupt
416,0,Abrupt
417,0,Abrupt
418,0,Abrupt
419,1,Abrupt
420,0,Abrupt
421,0,Abrupt
422,0,Abrupt
423,0,Abrupt
424,0,Abrupt
425,0,Abrupt
426,0,Abrupt
427,0,Abrupt
428,1,Abrupt
429,0,Abrupt
430,0,Abrupt
431,0,Abrupt
432,0,Abrupt
433,1,Abrupt
434,0,Abrupt
435,0,Abrupt
436,0,Abrupt
437,1,Abrupt
438,1,Abrupt
439,1,Abrupt
440,0,Abrupt
441,0,Abrupt
442,0,Abrupt
443,0,Abrupt
444,1,Abrupt
445,0,Abrupt
446,0,Abrupt
447,0,Abrupt
448,0,Abrupt
449,1,Abrupt
450,0,Abrupt
451,0,Abrupt
452,1,Abrupt
453,0,Abrupt
454,0,Abrupt
455,0,Abrupt
456,0,Abrupt
457,0,Abrupt
458,0,Abrupt
459,0,Abrupt
460,0,Abrupt
461,0,Abrupt
462,0,Abrupt
463,0,Abrupt
464,1,Abrupt
465,0,Abrupt
466,1,Abrupt
467,0,Abrupt
468,0,Abrupt
469,0,Abrupt
470,0,Abrupt
471,0,Abrupt
472,1,Abrupt
473,0,Abrupt
474,1,Abrupt
475,0,Abrupt
476,1,Abrupt
477,0,Abrupt
478,0,Abrupt
479,0,Abrupt
480,0,Abrupt
481,0,Abrupt
482,0,Abrupt
483,0,Abrupt
484,0,Abrupt
485,0,Abrupt
486,0,Abrupt
487,1,Abrupt
488,0,Abrupt
489,0,Abrupt
490,0,Abrupt
491,0,Abrupt
492,0,Abrupt
493,0,Abrupt
494,0,Abrupt
495,0,Abrupt
496,0,Abrupt
497,0,Abrupt
498,0,Abrupt
499,0,Abrupt
500,0,Abrupt
501,0,Abrupt
502,0,Abrupt
503,1,Abrupt
504,0,Abrupt
505,0,Abrupt
506,0,Abrupt
507,0,Abrupt
508,1,Abrupt
509,0,Abrupt
510,0,Abrupt
511,0,Abrupt
512,0,Abrupt
513,0,Abrupt
514,0,Abrupt
515,0,Abrupt
516,0,Abrupt
517,0,Abrupt
518,0,Abrupt
519,0,Abrupt
520,1,Abrupt
521,1,Abrupt
522,0,Abrupt
523,0,Abrupt
524,0,Abrupt
525,0,Abrupt
526,0,Abrupt
527,0,Abrupt
528,1,Abrupt
529,0,Abrupt
530,1,Abrupt
531,0,Abrupt
532,0,Abrupt
533,0,Abrupt
534,0,Abrupt
535,1,Abrupt
536,0,Abrupt
537,0,Abrupt
538,1,Abrupt
539,0,Abrupt
540,0,Abrupt
541,0,Abrupt
542,0,Abrupt
543,1,Abrupt
544,1,Abrupt
545,1,Abrupt
546,1,Abrupt
547,0,Abrupt
548,0,Abrupt
549,0,Abrupt
550,1,Abrupt
551,0,Abrupt
552,0,Abrupt
553,0,Abrupt
554,0,Abrupt
555,0,Abrupt
556,0,Abrupt
557,0,Abrupt
558,1,Abrupt
559,0,Abrupt
560,0,Abrupt
561,0,Abrupt
562,0,Abrupt
563,1,Abrupt
564,0,Abrupt
565,1,Abrupt
566,0,Abrupt
567,0,Abrupt
568,0,Abrupt
569,0,Abrupt
570,0,Abrupt
571,0,Abrupt
572,0,Abrupt
573,0,Abrupt
574,0,Abrupt
575,0,Abrupt
576,0,Abrupt
577,1,Abrupt
578,0,Abrupt
579,0,Abrupt
580,0,Abrupt
581,1,Abrupt
582,0,Abrupt
583,0,Abrupt
584,1,Abrupt
585,0,Abrupt
586,0,Abrupt
587,0,Abrupt
588,0,Abrupt
589,0,Abrupt
590,0,Abrupt
591,0,Abrupt
592,0,Abrupt
593,0,Abrupt
594,0,Abrupt
595,0,Abrupt
596,1,Abrupt
597,1,Abrupt
598,0,Abrupt
599,0,Abrupt
600,0,Abrupt
601,0,Abrupt
602,0,Abrupt
603,0,Abrupt
604,1,Abrupt
605,0,Abrupt
606,0,Abrupt
607,0,Abrupt
608,0,Abrupt
609,0,Abrupt
610,1,Abrupt
611,0,Abrupt
612,0,Abrupt
613,1,Abrupt
614,0,Abrupt
615,0,Abrupt
616,0,Abrupt
617,0,Abrupt
618,0,Abrupt
619,0,Abrupt
620,1,Abrupt
621,0,Abrupt
622,0,Abrupt
623,0,Abrupt
624,1,Abrupt
625,0,Abrupt
626,1,Abrupt
627,0,Abrupt
628,0,Abrupt
629,0,Abrupt
630,0,Abrupt
631,0,Abrupt
632,0,Abrupt
633,1,Abrupt
634,0,Abrupt
635,1,Abrupt
636,0,Abrupt
637,1,Abrupt
638,0,Abrupt
639,1,Abrupt
640,1,Abrupt
641,1,Abrupt
642,0,Abrupt
643,1,Abrupt
644,0,Abrupt
645,0,Abrupt
646,0,Abrupt
647,0,Abrupt
648,1,Abrupt
649,0,Abrupt
650,0,Abrupt
651,0,Abrupt
652,1,Abrupt
653,1,Abrupt
654,0,Abrupt
655,0,Abrupt
656,0,Abrupt
657,0,Abrupt
658,1,Abrupt
659,0,Abrupt
660,0,Abrupt
661,0,Abrupt
662,0,Abrupt
663,0,Abrupt
664,0,Abrupt
665,0,Abrupt
666,1,Abrupt
667,0,Abrupt
668,0,Abrupt
669,0,Abrupt
670,0,Abrupt
671,0,Abrupt
672,1,Abrupt
673,0,Abrupt
674,0,Abrupt
675,0,Abrupt
676,0,Abrupt
677,0,Abrupt
678,0,Abrupt
679,1,Abrupt
680,0,Abrupt
681,0,Abrupt
682,0,Abrupt
683,0,Abrupt
684,0,Abrupt
685,0,Abrupt
686,0,Abrupt
687,0,Abrupt
688,0,Abrupt
689,0,Abrupt
690,0,Abrupt
691,1,Abrupt
692,0,Abrupt
693,0,Abrupt
694,1,Abrupt
695,1,Abrupt
696,0,Abrupt
697,0,Abrupt
698,0,Abrupt
699,0,Abrupt
700,1,Abrupt
701,0,Abrupt
702,0,Abrupt
703,0,Abrupt
704,0,Abrupt
705,0,Abrupt
706,0,Abrupt
707,0,Abrupt
708,0,Abrupt
709,0,Abrupt
710,0,Abrupt
711,0,Abrupt
712,0,Abrupt
713,0,Abrupt
714,0,Abrupt
715,1,Abrupt
716,0,Abrupt
717,0,Abrupt
718,0,Abrupt
719,0,Abrupt
720,0,Abrupt
721,1,Abrupt
722,0,Abrupt
723,1,Abrupt
724,0,Abrupt
725,0,Abrupt
726,0,Abrupt
727,0,Abrupt
728,0,Abrupt
729,1,Abrupt
730,0,Abrupt
731,0,Abrupt
732,1,Abrupt
733,0,Abrupt
734,0,Abrupt
735,0,Abrupt
736,0,Abrupt
737,1,Abrupt
738,0,Abrupt
739,0,Abrupt
740,0,Abrupt
741,0,Abrupt
742,0,Abrupt
743,0,Abrupt
744,0,Abrupt
745,0,Abrupt
746,0,Abrupt
747,0,Abrupt
748,0,Abrupt
749,1,Abrupt
750,1,Abrupt
751,0,Abrupt
752,0,Abrupt
753,0,Abrupt
754,1,Abrupt
755,1,Abrupt
756,0,Abrupt
757,0,Abrupt
758,0,Abrupt
759,0,Abrupt
760,0,Abrupt
761,1,Abrupt
762,0,Abrupt
763,0,Abrupt
764,0,Abrupt
765,1,Abrupt
766,0,Abrupt
767,1,Abrupt
768,0,Abrupt
769,0,Abrupt
770,0,Abrupt
771,1,Abrupt
772,0,Abrupt
773,0,Abrupt
774,1,Abrupt
775,0,Abrupt
776,0,Abrupt
777,1,Abrupt
778,0,Abrupt
779,0,Abrupt
780,1,Abrupt
781,0,Abrupt
782,0,Abrupt
783,0,Abrupt
784,0,Abrupt
785,0,Abrupt
786,0,Abrupt
787,0,Abrupt
788,0,Abrupt
789,1,Abrupt
790,0,Abrupt
791,1,Abrupt
792,0,Abrupt
793,1,Abrupt
794,1,Abrupt
795,0,Abrupt
796,0,Abrupt
797,1,Abrupt
798,0,Abrupt
799,0,Abrupt
800,0,Abrupt
801,0,Abrupt
802,0,Abrupt
803,1,Abrupt
804,0,Abrupt
805,0,Abrupt
806,0,Abrupt
807,0,Abrupt
808,0,Abrupt
809,0,Abrupt
810,0,Abrupt
811,0,Abrupt
812,1,Abrupt
813,1,Abrupt
814,0,Abrupt
815,0,Abrupt
816,0,Abrupt
817,0,Abrupt
818,0,Abrupt
819,0,Abrupt
820,0,Abrupt
821,0,Abrupt
822,1,Abrupt
823,0,Abrupt
824,0,Abrupt
825,0,Abrupt
826,0,Abrupt
827,1,Abrupt
828,0,Abrupt
829,0,Abrupt
830,0,Abrupt
831,0,Abrupt
832,0,Abrupt
833,0,Abrupt
834,0,Abrupt
835,1,Abrupt
836,0,Abrupt
837,0,Abrupt
838,0,Abrupt
839,0,Abrupt
840,0,Abrupt
841,0,Abrupt
842,0,Abrupt
843,0,Abrupt
844,1,Abrupt
845,0,Abrupt
846,0,Abrupt
847,0,Abrupt
848,0,Abrupt
849,0,Abrupt
850,0,Abrupt
851,1,Abrupt
852,0,Abrupt
853,0,Abrupt
854,0,Abrupt
855,0,Abrupt
856,0,Abrupt
857,0,Abrupt
858,0,Abrupt
859,0,Abrupt
860,0,Abrupt
861,0,Abrupt
862,0,Abrupt
863,0,Abrupt
864,1,Abrupt
865,0,Abrupt
866,1,Abrupt
867,0,Abrupt
868,0,Abrupt
869,0,Abrupt
870,0,Abrupt
871,0,Abrupt
872,0,Abrupt
873,0,Abrupt
874,0,Abrupt
875,1,Abrupt
876,0,Abrupt
877,0,Abrupt
878,0,Abrupt
879,0,Abrupt
880,0,Abrupt
881,0,Abrupt
882,0,Abrupt
883,0,Abrupt
884,0,Abrupt
885,0,Abrupt
886,1,Abrupt
887,1,Abrupt
888,0,Abrupt
889,0,Abrupt
890,0,Abrupt
891,0,Abrupt
892,0,Abrupt
893,1,Abrupt
894,0,Abrupt
895,0,Abrupt
896,0,Abrupt
897,0,Abrupt
898,0,Abrupt
899,0,Abrupt
900,0,Abrupt
901,1,Abrupt
902,1,Abrupt
903,0,Abrupt
904,0,Abrupt
905,0,Abrupt
906,0,Abrupt
907,0,Abrupt
908,0,Abrupt
909,0,Abrupt
910,0,Abrupt
911,0,Abrupt
912,1,Abrupt
913,1,Abrupt
914,1,Abrupt
915,0,Abrupt
916,0,Abrupt
917,0,Abrupt
918,1,Abrupt
919,0,Abrupt
920,0,Abrupt
921,0,Abrupt
922,1,Abrupt
923,1,Abrupt
924,0,Abrupt
925,1,Abrupt
926,0,Abrupt
927,1,Abrupt
928,0,Abrupt
929,1,Abrupt
930,0,Abrupt
931,0,Abrupt
932,0,Abrupt
933,0,Abrupt
934,0,Abrupt
935,0,Abrupt
936,0,Abrupt
937,1,Abrupt
938,0,Abrupt
939,0,Abrupt
940,0,Abrupt
941,0,Abrupt
942,0,Abrupt
943,0,Abrupt
944,0,Abrupt
945,0,Abrupt
946,1,Abrupt
947,0,Abrupt
948,0,Abrupt
949,0,Abrupt
950,0,Abrupt
951,0,Abrupt
952,1,Abrupt
953,0,Abrupt
954,0,Abrupt
955,0,Abrupt
956,0,Abrupt
957,0,Abrupt
958,1,Abrupt
959,1,Abrupt
960,0,Abrupt
961,0,Abrupt
962,0,Abrupt
963,0,Abrupt
964,0,Abrupt
965,0,Abrupt
966,0,Abrupt
967,0,Abrupt
968,0,Abrupt
969,1,Abrupt
970,1,Abrupt
971,0,Abrupt
972,0,Abrupt
973,1,Abrupt
974,0,Abrupt
975,0,Abrupt
976,0,Abrupt
977,0,Abrupt
978,0,Abrupt
979,0,Abrupt
980,0,Abrupt
981,0,Abrupt
982,0,Abrupt
983,1,Abrupt
984,0,Abrupt
985,0,Abrupt
986,0,Abrupt
987,1,Abrupt
988,0,Abrupt
989,0,Abrupt
990,0,Abrupt
991,0,Abrupt
992,0,Abrupt
993,0,Abrupt
994,0,Abrupt
995,0,Abrupt
996,0,Abrupt
997,0,Abrupt
998,0,Abrupt
999,0,Abrupt
1000,0,Abrupt
1001,0,Abrupt
1002,0,Abrupt
1003,0,Abrupt
1004,0,Abrupt
1005,0,Abrupt
1006,0,Abrupt
1007,0,Abrupt
1008,1,Abrupt
1009,1,Abrupt
1010,1,Abrupt
1011,0,Abrupt
1012,0,Abrupt
1013,1,Abrupt
1014,0,Abrupt
1015,1,Abrupt
1016,0,Abrupt
1017,0,Abrupt
1018,0,Abrupt
1019,0,Abrupt
1020,1,Abrupt
1021,0,Abrupt
1022,0,Abrupt
1023,0,Abrupt
1024,0,Abrupt
1025,0,Abrupt
1026,0,Abrupt
1027,0,Abrupt
1028,1,Abrupt
1029,0,Abrupt
1030,0,Abrupt
1031,0,Abrupt
1032,0,Abrupt
1033,0,Abrupt
1034,1,Abrupt
1035,1,Abrupt
1036,1,Abrupt
1037,1,Abrupt
1038,0,Abrupt
1039,0,Abrupt
1040,0,Abrupt
1041,1,Abrupt
1042,0,Abrupt
1043,0,Abrupt
1044,0,Abrupt
1045,0,Abrupt
1046,1,Abrupt
1047,0,Abrupt
1048,1,Abrupt
1049,1,Abrupt
1050,0,Abrupt
1051,0,Abrupt
1052,0,Abrupt
1053,0,Abrupt
1054,0,Abrupt
1055,0,Abrupt
1056,1,Abrupt
1057,0,Abrupt
1058,0,Abrupt
1059,0,Abrupt
1060,0,Abrupt
1061,0,Abrupt
1062,0,Abrupt
1063,0,Abrupt
1064,0,Abrupt
1065,0,Abrupt
1066,0,Abrupt
1067,0,Abrupt
1068,1,Abrupt
1069,0,Abrupt
1070,0,Abrupt
1071,0,Abrupt
1072,0,Abrupt
1073,0,Abrupt
1074,0,Abrupt
1075,0,Abrupt
1076,0,Abrupt
1077,0,Abrupt
1078,0,Abrupt
1079,0,Abrupt
1080,1,Abrupt
1081,1,Abrupt
1082,0,Abrupt
1083,0,Abrupt
1084,1,Abrupt
1085,0,Abrupt
1086,0,Abrupt
1087,0,Abrupt
1088,0,Abrupt
1089,0,Abrupt
1090,1,Abrupt
1091,0,Abrupt
1092,0,Abrupt
1093,1,Abrupt
1094,0,Abrupt
1095,0,Abrupt
1096,0,Abrupt
1097,0,Abrupt
1098,1,Abrupt
1099,0,Abrupt
1100,0,Abrupt
1101,1,Abrupt
1102,0,Abrupt
1103,0,Abrupt
1104,0,Abrupt
1105,0,Abrupt
1106,0,Abrupt
1107,1,Abrupt
1108,0,Abrupt
1109,0,Abrupt
1110,1,Abrupt
1111,1,Abrupt
1112,0,Abrupt
1113,0,Abrupt
1114,0,Abrupt
1115,0,Abrupt
1116,0,Abrupt
1117,1,Abrupt
1118,0,Abrupt
1119,1,Abrupt
1120,0,Abrupt
1121,0,Abrupt
1122,0,Abrupt
1123,0,Abrupt
1124,1,Abrupt
1125,1,Abrupt
1126,0,Abrupt
1127,0,Abrupt
1128,0,Abrupt
1129,0,Abrupt
1130,1,Abrupt
1131,0,Abrupt
1132,0,Abrupt
1133,0,Abrupt
1134,0,Abrupt
1135,0,Abrupt
1136,0,Abrupt
1137,0,Abrupt
1138,0,Abrupt
1139,0,Abrupt
1140,0,Abrupt
1141,0,Abrupt
1142,0,Abrupt
1143,0,Abrupt
1144,1,Abrupt
1145,0,Abrupt
1146,0,Abrupt
1147,0,Abrupt
1148,0,Abrupt
1149,0,Abrupt
1150,0,Abrupt
1151,0,Abrupt
1152,0,Abrupt
1153,0,Abrupt
1154,0,Abrupt
1155,0,Abrupt
1156,1,Abrupt
1157,0,Abrupt
1158,0,Abrupt
1159,0,Abrupt
1160,0,Abrupt
1161,0,Abrupt
1162,1,Abrupt
1163,0,Abrupt
1164,0,Abrupt
1165,0,Abrupt
1166,1,Abrupt
1167,0,Abrupt
1168,0,Abrupt
1169,0,Abrupt
1170,0,Abrupt
1171,0,Abrupt
1172,0,Abrupt
1173,1,Abrupt
1174,0,Abrupt
1175,0,Abrupt
1176,0,Abrupt
1177,0,Abrupt
1178,0,Abrupt
1179,0,Abrupt
1180,1,Abrupt
1181,0,Abrupt
1182,0,Abrupt
1183,0,Abrupt
1184,1,Abrupt
1185,1,Abrupt
1186,0,Abrupt
1187,0,Abrupt
1188,0,Abrupt
1189,1,Abrupt
1190,0,Abrupt
1191,0,Abrupt
1192,0,Abrupt
1193,0,Abrupt
1194,0,Abrupt
1195,0,Abrupt
1196,0,Abrupt
1197,0,Abrupt
1198,0,Abrupt
1199,0,Abrupt
1200,0,Abrupt
1201,0,Abrupt
1202,0,Abrupt
1203,0,Abrupt
1204,1,Abrupt
1205,0,Abrupt
1206,0,Abrupt
1207,1,Abrupt
1208,1,Abrupt
1209,0,Abrupt
1210,1,Abrupt
1211,0,Abrupt
1212,1,Abrupt
1213,0,Abrupt
1214,0,Abrupt
1215,1,Abrupt
1216,0,Abrupt
1217,0,Abrupt
1218,0,Abrupt
1219,1,Abrupt
1220,0,Abrupt
1221,0,Abrupt
1222,1,Abrupt
1223,0,Abrupt
1224,0,Abrupt
1225,0,Abrupt
1226,1,Abrupt
1227,0,Abrupt
1228,0,Abrupt
1229,0,Abrupt
1230,0,Abrupt
1231,0,Abrupt
1232,1,Abrupt
1233,1,Abrupt
1234,0,Abrupt
1235,0,Abrupt
1236,0,Abrupt
1237,0,Abrupt
1238,0,Abrupt
1239,0,Abrupt
1240,0,Abrupt
1241,1,Abrupt
1242,0,Abrupt
1243,1,Abrupt
1244,0,Abrupt
1245,0,Abrupt
1246,0,Abrupt
1247,0,Abrupt
1248,0,Abrupt
1249,1,Abrupt
1250,0,Abrupt
1251,1,Abrupt
1252,0,Abrupt
1253,0,Abrupt
1254,0,Abrupt
1255,0,Abrupt
1256,0,Abrupt
1257,1,Abrupt
1258,0,Abrupt
1259,1,Abrupt
1260,0,Abrupt
1261,0,Abrupt
1262,0,Abrupt
1263,0,Abrupt
1264,1,Abrupt
1265,0,Abrupt
1266,0,Abrupt
1267,0,Abrupt
1268,0,Abrupt
1269,0,Abrupt
1270,0,Abrupt
1271,0,Abrupt
1272,0,Abrupt
1273,0,Abrupt
1274,1,Abrupt
1275,0,Abrupt
1276,1,Abrupt
1277,1,Abrupt
1278,0,Abrupt
1279,0,Abrupt
1280,1,Abrupt
1281,1,Abrupt
1282,0,Abrupt
1283,0,Abrupt
1284,1,Abrupt
1285,0,Abrupt
1286,1,Abrupt
1287,0,Abrupt
1288,0,Abrupt
1289,0,Abrupt
1290,0,Abrupt
1291,0,Abrupt
1292,0,Abrupt
1293,0,Abrupt
1294,0,Abrupt
1295,1,Abrupt
1296,0,Abrupt
1297,0,Abrupt
1298,0,Abrupt
1299,0,Abrupt
1300,0,Abrupt
1301,0,Abrupt
1302,0,Abrupt
1303,0,Abrupt
1304,0,Abrupt
1305,0,Abrupt
1306,0,Abrupt
1307,1,Abrupt
1308,0,Abrupt
1309,0,Abrupt
1310,0,Abrupt
1311,0,Abrupt
1312,0,Abrupt
1313,0,Abrupt
1314,0,Abrupt
1315,1,Abrupt
1316,0,Abrupt
1317,0,Abrupt
1318,1,Abrupt
1319,0,Abrupt
1320,0,Abrupt
1321,0,Abrupt
1322,0,Abrupt
1323,0,Abrupt
1324,0,Abrupt
1325,0,Abrupt
1326,0,Abrupt
1327,1,Abrupt
1328,0,Abrupt
1329,0,Abrupt
1330,0,Abrupt
1331,0,Abrupt
1332,0,Abrupt
1333,0,Abrupt
1334,0,Abrupt
1335,0,Abrupt
1336,0,Abrupt
1337,0,Abrupt
1338,0,Abrupt
1339,0,Abrupt
1340,0,Abrupt
1341,0,Abrupt
1342,0,Abrupt
1343,0,Abrupt
1344,0,Abrupt
1345,1,Abrupt
1346,0,Abrupt
1347,1,Abrupt
1348,0,Abrupt
1349,0,Abrupt
1350,0,Abrupt
1351,0,Abrupt
1352,0,Abrupt
1353,0,Abrupt
1354,0,Abrupt
1355,0,Abrupt
1356,0,Abrupt
1357,0,Abrupt
1358,1,Abrupt
1359,0,Abrupt
1360,1,Abrupt
1361,0,Abrupt
